2,178,26,19,1
2,178,27,19,1
2,178,28,19,1
2,178,29,19,1
4,181,26,15,1
4,181,27,15,1
4,181,28,15,1
4,181,29,15,1
4,181,30,15,1
0,177,26,18,1
0,177,28,18,1
0,177,29,14,1
0,177,27,14,1
0,176,26,17,1
0,176,28,17,1
0,176,29,13,1
0,176,27,13,1
0,175,26,18,1
0,175,28,18,1
0,175,29,14,1
0,175,27,14,1
0,174,26,17,1
0,174,28,17,1
0,174,29,13,1
0,174,27,13,1
0,173,26,15,1
0,173,27,15,1
0,170,26,19,1
0,170,27,19,1
0,169,26,18,1
0,169,28,18,1
0,168,29,13,1
0,168,27,13,1
0,168,28,17,1
0,168,26,17,1
0,169,27,14,1
0,169,29,14,1
0,167,26,15,1
0,167,27,15,1
0,167,28,15,1
0,167,29,15,1
0,167,30,15,1
0,182,26,13,1
0,182,28,13,1
0,182,30,13,1
0,182,29,17,1
0,182,27,17,1
0,183,26,14,1
0,183,28,14,1
0,183,30,14,1
0,183,29,18,1
0,183,27,18,1
0,185,27,18,1
0,185,29,18,1
0,185,30,14,1
0,185,28,14,1
0,185,26,14,1
0,184,26,13,1
0,184,28,13,1
0,184,30,13,1
0,184,29,17,1
0,184,27,17,1
4,181,31,15,1
4,181,32,15,1
0,181,33,15,1
move-left,180,33,0,1
conveyor anim-left,172,33,0,1
conveyor anim-left,173,33,0,1
conveyor anim-left,174,33,0,1
conveyor anim-left,175,33,0,1
conveyor anim-left,176,33,0,1
conveyor anim-left,177,33,0,1
conveyor anim-left,178,33,0,1
conveyor anim-left,179,33,0,1
move-left,171,33,0,1
2,170,28,19,1
2,170,29,19,1
4,173,28,15,1
4,173,29,15,1
5,173,30,15,1
5,170,30,19,1
3,174,30,17,1
3,176,30,17,1
3,175,30,18,1
3,177,30,18,1
5,178,30,19,1
3,169,30,18,1
3,168,30,17,1
2,168,31,19,1
2,168,32,19,1
2,168,33,19,1
2,168,34,19,1
2,168,35,19,1
2,168,36,19,1
2,168,37,19,1
0,167,31,15,1
0,167,32,15,1
0,167,33,15,1
0,167,34,15,1
0,167,35,15,1
0,167,36,15,1
0,167,37,15,1
4,171,34,1,1
4,171,36,1,1
4,171,38,1,1
4,171,40,1,1
4,171,42,1,1
4,171,43,1,1
4,171,45,1,1
5,171,46,1,1
0,172,34,2,1
0,172,36,2,1
0,172,38,2,1
0,172,40,2,1
0,172,42,2,1
