4,101,38,6,1
4,101,39,6,1
4,101,30,6,1
4,101,31,6,1
4,101,32,6,1
4,101,33,6,1
4,101,34,6,1
4,101,35,6,1
4,101,36,6,1
4,101,37,4,1
5,89,34,4,1
5,90,34,4,1
5,91,34,4,1
5,92,34,4,1
5,93,34,4,1
5,94,34,4,1
5,95,34,4,1
5,95,37,4,1
5,96,37,4,1
5,97,37,4,1
5,98,37,4,1
5,99,37,4,1
5,100,37,4,1
5,92,37,4,1
5,91,37,4,1
5,90,37,4,1
5,89,37,4,1
5,88,37,4,1
5,87,37,4,1
2,86,30,6,1
2,86,31,6,1
2,86,32,6,1
2,86,33,6,1
2,86,34,6,1
2,86,35,6,1
2,86,36,6,1
2,86,37,4,1
1,87,40,4,1
1,88,40,4,1
1,89,40,4,1
1,90,40,4,1
1,91,40,4,1
1,92,40,4,1
1,93,40,4,1
1,94,40,4,1
1,95,40,4,1
2,86,39,6,1
2,86,38,6,1
4,101,40,6,1
4,101,41,6,1
4,101,42,6,1
4,101,43,6,1
4,101,44,6,1
4,101,45,6,1
0,86,41,6,1
0,86,42,6,1
0,86,43,6,1
0,86,44,6,1
0,86,45,6,1
0,86,40,4,1
0-0,95,29,0,1
0-0,95,30,0,1
0-0,95,31,0,1
0-0,95,32,0,1
0-0,95,33,0,1
0-0,97,29,0,1
0-0,97,30,0,1
0-0,97,31,0,1
0-0,97,32,0,1
0-0,97,33,0,1
0-0,97,34,0,1
0-0,97,35,0,1
0-0,97,36,0,1
0-0,99,29,0,1
0-0,99,30,0,1
0-0,99,31,0,1
0-0,99,32,0,1
0-0,99,33,0,1
0-0,99,34,0,1
0-0,99,35,0,1
0-0,99,36,0,1
0-0,103,29,0,1
0-0,103,30,0,1
0-0,103,31,0,1
0-0,103,32,0,1
0-0,103,33,0,1
0-0,103,34,0,1
0-0,103,35,0,1
0-0,103,36,0,1
0-0,103,37,0,1
0-0,103,38,0,1
0-0,103,39,0,1
0-0,103,40,0,1
0-0,103,41,0,1
0-0,103,42,0,1
0-0,103,43,0,1
0-0,103,44,0,1
0-0,103,45,0,1
0-0,93,29,0,1
0-0,93,30,0,1
0-0,93,31,0,1
0-0,93,32,0,1
0-0,93,33,0,1
0-0,91,29,0,1
0-0,91,30,0,1
0-0,91,31,0,1
0-0,91,32,0,1
0-0,91,33,0,1
0-0,89,29,0,1
0-0,89,30,0,1
0-0,89,31,0,1
0-0,89,32,0,1
0-0,89,33,0,1
0-0,87,29,0,1
0-0,87,30,0,1
0-0,87,31,0,1
0-0,87,32,0,1
0-0,87,34,0,1
0-0,87,35,0,1
0-0,87,36,0,1
0-2,89,35,0,1
0-2,90,35,0,1
0-2,91,35,0,1
0-2,92,35,0,1
0-2,93,35,0,1
0-2,94,35,0,1
0-2,95,35,0,1
0-2,87,38,0,1
0-2,88,38,0,1
0-2,89,38,0,1
0-2,90,38,0,1
0-2,91,38,0,1
0-2,92,38,0,1
0-2,95,38,0,1
0-2,96,38,0,1
0-2,97,38,0,1
0-2,98,38,0,1
0-2,99,38,0,1
0-2,100,38,0,1
0-2,87,41,0,1
0-2,88,41,0,1
0-2,89,41,0,1
0-2,90,41,0,1
0-2,91,41,0,1
0-2,92,41,0,1
0-2,93,41,0,1
0-2,94,41,0,1
0-2,95,41,0,1
0-2,96,41,0,1
0-0,87,33,0,1
0-0,89,36,0,1
0-0,91,36,0,1
0-0,93,36,0,1
0-0,95,36,0,1
0-0,95,39,0,1
0-0,93,37,0,1
0-0,93,38,0,1
0-0,93,39,0,1
0-0,91,39,0,1
0-0,89,39,0,1
0-0,87,39,0,1
0-0,87,42,0,1
0-0,87,43,0,1
0-0,87,44,0,1
0-0,87,45,0,1
0-0,89,42,0,1
0-0,89,43,0,1
0-0,89,44,0,1
0-0,89,45,0,1
0-0,91,42,0,1
0-0,91,43,0,1
0-0,91,44,0,1
0-0,91,45,0,1
0-0,93,42,0,1
0-0,93,43,0,1
0-0,93,44,0,1
0-0,93,45,0,1
0-0,95,42,0,1
0-0,95,43,0,1
0-0,95,44,0,1
0-0,95,45,0,1
0-0,97,42,0,1
0-0,97,43,0,1
0-0,97,44,0,1
0-0,97,45,0,1
0-0,99,39,0,1
0-0,99,40,0,1
0-0,99,41,0,1
0-0,99,42,0,1
0-0,99,43,0,1
0-0,99,44,0,1
0-0,99,45,0,1
0-0,85,29,0,1
0-0,85,30,0,1
0-0,85,31,0,1
0-0,85,32,0,1
0-0,85,33,0,1
0-0,85,34,0,1
0-0,85,35,0,1
0-0,85,36,0,1
0-0,85,37,0,1
0-0,85,38,0,1
0-0,85,39,0,1
0-0,85,40,0,1
0-0,85,41,0,1
0-0,85,42,0,1
0-0,85,43,0,1
0-0,85,44,0,1
0-0,85,45,0,1
0-0,83,29,0,1
0-0,83,30,0,1
0-0,83,31,0,1
0-0,83,32,0,1
0-0,83,33,0,1
0-0,83,34,0,1
0-0,83,35,0,1
0-0,83,36,0,1
0-0,83,37,0,1
0-0,83,38,0,1
0-0,83,39,0,1
0-0,83,40,0,1
0-0,83,41,0,1
0-0,83,42,0,1
0-0,83,43,0,1
0-0,83,44,0,1
0-0,83,45,0,1
0-0,81,30,0,1
0-0,81,31,0,1
0-0,81,32,0,1
0-0,81,33,0,1
0-0,81,34,0,1
0-0,81,35,0,1
0-0,81,36,0,1
0-0,81,37,0,1
0-0,81,38,0,1
0-0,81,39,0,1
0-0,81,40,0,1
0-0,81,41,0,1
0-0,81,42,0,1
0-0,81,43,0,1
0-0,81,44,0,1
0-0,81,45,0,1
0-0,105,29,0,1
0-0,105,30,0,1
0-0,105,31,0,1
0-0,105,32,0,1
0-0,105,33,0,1
0-0,105,34,0,1
0-0,105,35,0,1
0-0,105,36,0,1
0-0,105,37,0,1
0-0,105,38,0,1
0-0,105,39,0,1
0-0,105,40,0,1
0-0,105,41,0,1
0-0,105,42,0,1
0-0,105,43,0,1
0-0,105,44,0,1
0-0,105,45,0,1
0-1,104,29,0,1
0-1,104,30,0,1
0-1,104,31,0,1
0-1,104,32,0,1
0-1,104,33,0,1
0-1,104,34,0,1
0-1,104,35,0,1
0-1,104,36,0,1
0-1,104,37,0,1
0-1,104,38,0,1
0-1,104,39,0,1
0-1,104,40,0,1
0-1,104,41,0,1
0-1,104,42,0,1
0-1,104,43,0,1
0-1,104,44,0,1
0-1,104,45,0,1
0-1,106,30,0,1
0-1,106,31,0,1
0-1,106,32,0,1
0-1,106,33,0,1
0-1,106,34,0,1
0-1,106,35,0,1
0-1,106,36,0,1
0-1,106,37,0,1
0-1,106,38,0,1
0-1,106,39,0,1
0-1,106,40,0,1
0-1,106,41,0,1
0-1,106,42,0,1
0-1,106,43,0,1
0-1,106,44,0,1
0-1,106,45,0,1
0-1,102,29,0,1
0-1,102,30,0,1
0-1,102,31,0,1
0-1,102,32,0,1
0-1,102,33,0,1
0-1,102,34,0,1
0-1,102,35,0,1
0-1,102,36,0,1
0-1,102,37,0,1
0-1,102,38,0,1
0-1,102,39,0,1
0-1,102,40,0,1
0-1,102,41,0,1
0-1,102,42,0,1
0-1,102,43,0,1
0-1,102,44,0,1
0-1,102,45,0,1
0-1,100,29,0,1
0-1,100,30,0,1
0-1,100,31,0,1
0-1,100,32,0,1
0-1,100,33,0,1
0-1,100,34,0,1
0-1,100,35,0,1
