0,39,-10,0,1
0,38,-10,14,1
0,37,-10,6,1
0,36,-10,11,1
0,35,-10,0,1
0,34,-10,14,1
0,33,-10,6,1
0,32,-10,11,1
0,31,-10,2,1
4,30,-11,4,1
4,30,-10,0,1
0,31,-11,3,1
0,32,-11,1,1
0,33,-11,7,1
0,34,-11,11,1
0,35,-11,3,1
0,36,-11,1,1
0,37,-11,7,1
0,38,-11,40,1
0,39,-11,41,1
0,39,-12,37,1
0,38,-12,36,1
0,37,-12,12,1
0,36,-12,4,1
0,35,-12,14,1
0,34,-12,6,1
0,33,-12,12,1
0,32,-12,4,1
0,31,-12,14,1
4,30,-12,14,1
0,38,-13,0,1
0,39,-13,11,1
0,37,-13,6,1
0,36,-13,12,1
5,30,-13,0,1
5,36,-14,13,1
1,37,-14,0,1
1,38,-14,9,1
1,35,-13,2,1
1,34,-13,0,1
1,33,-13,1,1
1,32,-13,2,1
1,31,-13,2,1
9,29,-13,0,1
8,29,-12,0,1
8,29,-11,0,1
8,29,-10,0,1
2,25,-10,6,1
0,24,-10,11,1
2,25,-11,1,1
2,25,-12,5,1
2,25,-13,41,1
2,25,-14,37,1
2,25,-15,5,1
2,25,-16,14,1
0,25,-19,6,1
0,24,-14,36,1
0,24,-13,40,1
0,24,-12,4,1
0,24,-11,2,1
0,24,-15,11,1
0,24,-16,6,1
0,24,-17,14,1
0,24,-18,11,1
0,24,-19,11,1
0,25,-18,6,1
2,25,-17,14,1
3,26,-18,4,1
3,27,-18,5,1
3,28,-18,4,1
3,29,-18,9,1
3,30,-18,3,1
5,31,-18,5,1
2,31,-19,5,1
3,32,-20,3,1
3,33,-20,5,1
3,34,-20,4,1
3,35,-20,9,1
3,36,-20,3,1
3,37,-20,5,1
3,38,-20,4,1
3,39,-20,9,1
3,40,-20,3,1
2,41,-21,6,1
5,41,-20,5,1
0,26,-19,11,1
0,27,-19,3,1
0,28,-19,1,1
0,29,-19,7,1
0,30,-19,11,1
0,31,-20,14,1
0,30,-20,6,1
0,29,-20,12,1
0,28,-20,4,1
0,27,-20,14,1
0,26,-20,6,1
0,25,-20,12,1
0,24,-20,4,1
0,40,-21,12,1
0,39,-21,11,1
0,38,-21,7,1
0,37,-21,6,1
0,36,-21,12,1
0,35,-21,11,1
0,34,-21,7,1
0,33,-21,41,1
0,33,-22,37,1
0,32,-21,40,1
0,32,-22,36,1
0,34,-22,11,1
0,35,-22,6,1
0,36,-22,14,1
0,37,-22,0,1
0,38,-22,11,1
0,39,-22,6,1
0,40,-22,14,1
0,41,-22,0,1
0,31,-22,6,1
0,31,-21,11,1
0,30,-21,7,1
0,29,-21,6,1
0,28,-21,12,1
0,27,-21,11,1
0,26,-21,7,1
0,25,-21,6,1
0,24,-21,12,1
0,30,-22,11,1
0,29,-22,0,1
0,28,-22,14,1
0,27,-22,6,1
0,26,-22,11,1
0,25,-22,0,1
0,24,-22,14,1
0,24,-23,11,1
0,24,-24,6,1
0,25,-24,14,1
0,25,-23,3,1
0,26,-23,1,1
0,26,-24,4,1
0,27,-24,12,1
0,27,-23,7,1
0,28,-23,11,1
0,28,-24,6,1
0,29,-24,14,1
0,30,-24,4,1
0,29,-23,3,1
0,30,-23,1,1
0,31,-24,12,1
0,31,-23,7,1
0,32,-23,11,1
0,33,-23,3,1
0,33,-24,14,1
0,32,-24,6,1
0,34,-24,4,1
0,34,-23,1,1
0,35,-24,12,1
0,35,-23,7,1
0,36,-23,11,1
0,36,-24,6,1
0,37,-24,14,1
0,37,-23,3,1
0,38,-23,1,1
0,38,-24,4,1
0,39,-24,12,1
0,39,-23,7,1
0,40,-23,11,1
0,40,-24,6,1
0,41,-24,14,1
0,41,-23,3,1
5,28,-13,8,1
0,40,-12,4,1
0,40,-11,1,1
0,40,-10,11,1
0,39,-9,6,1
0,38,-9,12,1
0,37,-9,11,1
0,36,-9,7,1
0,35,-9,6,1
0,34,-9,12,1
0,33,-9,11,1
0,32,-9,7,1
0,31,-9,6,1
0,30,-9,4,1
0,40,-9,7,1
0,41,-9,11,1
0,41,-11,7,1
0,41,-12,12,1
0,41,-13,6,1
0,42,-9,12,1
0,42,-10,14,1
0,42,-11,11,1
0,42,-12,6,1
0,42,-13,0,1
1,39,-14,1,1
1,40,-14,13,1
1,41,-14,0,1
1,42,-14,9,1
1,43,-14,9,1
0,40,-13,12,1
0,41,-10,6,1
0,43,-13,11,1
0,43,-12,14,1
0,43,-11,3,1
0,43,-10,0,1
0,43,-9,6,1
5,44,-15,0,1
0,44,-14,14,1
0,44,-13,12,1
0,44,-12,4,1
0,44,-11,1,1
0,44,-10,11,1
0,44,-9,7,1
0,45,-14,0,1
0,45,-13,6,1
